Id. Cliente,,Provincia
1000101168,03003,Alicante
1000102251,03003,Alicante
14356,03004,Alicante
1000058038,03004,Alicante
1000081216,03004,Alicante
1000100062,03004,Alicante
1000102030,03004,Alicante
28151,03005,Alicante
1000076321,03005,Alicante
1000077557,03005,Alicante
1000080400,03005,Alicante
1000081159,03005,Alicante
1000081489,03005,Alicante
1000100529,03005,Alicante
10217,03006,Alicante
27963,03006,Alicante
1000100961,03006,Alicante
5879,03007,Alicante
9119,03007,Alicante
14363,03007,Alicante
40897,03007,Alicante
42431,03007,Alicante
1000076129,03007,Alicante
1000102003,03007,Alicante
1000102119,03007,Alicante
15421,03008,Alicante
1000080853,03008,Alicante
1000077857,03009,Alicante
23103,03010,Alicante
33195,03010,Alicante
41867,03010,Alicante
1000081538,03010,Alicante
1000101186,03010,Alicante
1000101667,03010,Alicante
24508,03012,Alicante
29833,03012,Alicante
1000081575,03012,Alicante
1000100512,03012,Alicante
1000100546,03012,Alicante
41115,03013,Alicante
1000101960,03013,Alicante
1000076406,03015,Alicante
1000077228,03015,Alicante
1000082104,03015,Alicante
1000100003,03015,Alicante
1000100934,03015,Alicante
1000101167,03015,Alicante
1000102510,03015,Alicante
1000080926,03016,Alicante
1000100374,03016,Alicante
23316,03100,Alicante
20244,03110,Alicante
1000078897,03110,Alicante
1000080530,03110,Alicante
39951,03130,Alicante
1000082304,03130,Alicante
1000101463,03130,Alicante
1000101464,03130,Alicante
1000101903,03130,Alicante
1000101911,03130,Alicante
33962,03140,Alicante
1000080548,03158,Alicante
1000102051,03158,Alicante
21347,03160,Alicante
33954,03160,Alicante
1000059887,03160,Alicante
1000071859,03160,Alicante
1000101024,03160,Alicante
1000042920,03169,Alicante
1000082706,03170,Alicante
35294,03178,Alicante
14319,03181,Alicante
20330,03181,Alicante
1000078797,03181,Alicante
1000082642,03181,Alicante
1000101031,03181,Alicante
1000101032,03181,Alicante
1000101449,03181,Alicante
1000101451,03181,Alicante
1000101770,03181,Alicante
1000102499,03181,Alicante
1000077190,03182,Alicante
1000078082,03182,Alicante
1000080381,03182,Alicante
1000101537,03182,Alicante
1000101981,03182,Alicante
32365,03183,Alicante
41822,03184,Alicante
1000072672,03186,Alicante
1000077059,03186,Alicante
31063,03187,Alicante
43086,03188,Alicante
27304,03189,Alicante
42283,03189,Alicante
42374,03189,Alicante
1000075190,03189,Alicante
1000077058,03189,Alicante
1000080859,03189,Alicante
1000081565,03189,Alicante
1000082331,03189,Alicante
40798,03190,Alicante
1000079903,03190,Alicante
6642,03201,Alicante
14240,03201,Alicante
14372,03201,Alicante
1000068539,03201,Alicante
1000077628,03201,Alicante
1000078734,03201,Alicante
1000080130,03201,Alicante
1000081027,03201,Alicante
1000082044,03201,Alicante
1000082256,03201,Alicante
1000100538,03201,Alicante
1000101122,03201,Alicante
1000101539,03201,Alicante
1000101541,03201,Alicante
1000101542,03201,Alicante
1000101544,03201,Alicante
32226,03202,Alicante
36017,03202,Alicante
36196,03202,Alicante
1000078393,03202,Alicante
1000079879,03202,Alicante
1000082396,03202,Alicante
1000100646,03202,Alicante
1000101543,03202,Alicante
1000101568,03202,Alicante
1000101862,03202,Alicante
1000101865,03202,Alicante
1000102143,03202,Alicante
7642,03203,Alicante
9548,03203,Alicante
20962,03203,Alicante
31432,03203,Alicante
1000080048,03203,Alicante
1000081684,03203,Alicante
7280,03204,Alicante
1000101479,03204,Alicante
1000101538,03204,Alicante
1000076080,03205,Alicante
1000081629,03206,Alicante
1000081805,03206,Alicante
29153,03294,Alicante
14352,03300,Alicante
37949,03300,Alicante
43090,03300,Alicante
1000042748,03300,Alicante
1000062710,03300,Alicante
1000080166,03300,Alicante
1000100985,03300,Alicante
1000101018,03300,Alicante
1000101019,03300,Alicante
1000101023,03300,Alicante
37969,03314,Alicante
1000100949,03322,Alicante
25904,03330,Alicante
41586,03330,Alicante
1000081280,03330,Alicante
14375,03350,Alicante
14398,03360,Alicante
26207,03360,Alicante
1000074180,03360,Alicante
1000075266,03360,Alicante
1000101556,03369,Alicante
14234,03370,Alicante
1000100114,03370,Alicante
10244,03400,Alicante
31747,03400,Alicante
1000081531,03400,Alicante
1000081846,03400,Alicante
32249,03420,Alicante
1000082039,03420,Alicante
1000100417,03420,Alicante
1000079266,03430,Alicante
1000057515,03440,Alicante
1000072857,03440,Alicante
1000073983,03440,Alicante
1000078386,03440,Alicante
1000080724,03440,Alicante
1000082572,03440,Alicante
1000101662,03440,Alicante
1000101663,03440,Alicante
1000101664,03440,Alicante
1000101665,03440,Alicante
1000101666,03440,Alicante
1000101701,03440,Alicante
1000100200,03450,Alicante
8323,03501,Alicante
14025,03501,Alicante
32918,03501,Alicante
33706,03501,Alicante
42439,03501,Alicante
1000073849,03501,Alicante
1000080914,03501,Alicante
1000100390,03501,Alicante
1000100650,03501,Alicante
1000100914,03501,Alicante
1000102322,03501,Alicante
1000102427,03501,Alicante
1000102441,03501,Alicante
33942,03502,Alicante
34773,03502,Alicante
1000065751,03502,Alicante
1000069528,03502,Alicante
1000080093,03502,Alicante
1000100428,03502,Alicante
1000102227,03502,Alicante
32721,03503,Alicante
35959,03503,Alicante
1000073257,03503,Alicante
1000076193,03503,Alicante
1000077576,03503,Alicante
1000080454,03503,Alicante
1000080560,03503,Alicante
1000100941,03503,Alicante
1000101970,03503,Alicante
1000102288,03509,Alicante
41806,03510,Alicante
41832,03510,Alicante
1000100066,03530,Alicante
1000100073,03530,Alicante
33565,03540,Alicante
1000072067,03540,Alicante
1000073209,03540,Alicante
1000081571,03540,Alicante
1000081675,03540,Alicante
1000082667,03540,Alicante
1000100351,03540,Alicante
1000100605,03540,Alicante
1000102059,03540,Alicante
1000102061,03540,Alicante
15783,03550,Alicante
18734,03550,Alicante
1000075252,03550,Alicante
1000080833,03550,Alicante
1000100590,03550,Alicante
1000101968,03550,Alicante
1000102029,03550,Alicante
1000075214,03560,Alicante
1000078721,03560,Alicante
8089,03570,Alicante
41122,03570,Alicante
42503,03570,Alicante
1000080668,03570,Alicante
1000082322,03570,Alicante
1000100037,03570,Alicante
1000100069,03570,Alicante
1000101818,03570,Alicante
1000101952,03570,Alicante
1000101953,03570,Alicante
1000101954,03570,Alicante
1000073509,03580,Alicante
1000073690,03580,Alicante
1000079666,03580,Alicante
1000073319,03581,Alicante
1000081416,03581,Alicante
14298,03590,Alicante
25651,03590,Alicante
40929,03590,Alicante
1000077396,03590,Alicante
1000078682,03590,Alicante
14268,03600,Alicante
25918,03600,Alicante
25959,03600,Alicante
1000075774,03600,Alicante
1000078500,03600,Alicante
1000080824,03600,Alicante
1000081329,03600,Alicante
1000082461,03600,Alicante
1000082687,03600,Alicante
14211,03610,Alicante
28957,03610,Alicante
29582,03610,Alicante
30432,03610,Alicante
36864,03610,Alicante
1000101668,03610,Alicante
1000101669,03610,Alicante
1000075961,03630,Alicante
1000101698,03630,Alicante
1000101699,03630,Alicante
1000082526,03650,Alicante
15369,03660,Alicante
15651,03660,Alicante
24238,03660,Alicante
39167,03660,Alicante
1000070817,03660,Alicante
1000079837,03660,Alicante
1000100940,03660,Alicante
1000101672,03660,Alicante
1000078840,03680,Alicante
30626,03690,Alicante
33991,03690,Alicante
42966,03690,Alicante
1000072375,03690,Alicante
1000073611,03690,Alicante
1000081232,03690,Alicante
1000100656,03690,Alicante
1000101576,03690,Alicante
1000102120,03690,Alicante
7295,03700,Alicante
10006,03700,Alicante
14299,03700,Alicante
20032,03700,Alicante
25602,03700,Valencia
36541,03700,Alicante
1000081043,03700,Alicante
1000081920,03700,Alicante
1000082575,03700,Alicante
1000100022,03700,Alicante
1000100335,03700,Alicante
1000100507,03700,Alicante
1000101142,03700,Alicante
1000101570,03700,Alicante
1000102056,03700,Alicante
29978,03710,Alicante
1000078672,03710,Alicante
1000081085,03710,Alicante
1000081316,03710,Alicante
1000102204,03710,Alicante
14408,03720,Alicante
1000101480,03720,Alicante
14244,03724,Alicante
1000079645,03724,Alicante
1000101202,03724,Alicante
8421,03725,Alicante
1000075885,03725,Alicante
1000079772,03725,Alicante
1000069334,03727,Alicante
1000081239,03727,Alicante
19992,03730,Alicante
25667,03730,Alicante
38688,03730,Alicante
42521,03730,Alicante
1000077813,03730,Alicante
1000080735,03730,Alicante
21355,03740,Alicante
1000080118,03740,Alicante
1000102053,03750,Alicante
1000102463,03750,Alicante
14357,03760,Alicante
43318,03760,Alicante
1000082603,03760,Alicante
1000100000,03760,Alicante
1000100236,03779,Alicante
1000101861,03779,Alicante
1000081483,03780,Alicante
14296,03800,Alicante
14370,03800,Alicante
27181,03800,Alicante
1000076772,03801,Alicante
1000078030,03801,Alicante
1000078182,03801,Alicante
1000102206,03801,Alicante
1000101708,03802,Alicante
1000102016,03802,Alicante
10440,03803,Alicante
37753,03803,Alicante
1000037428,03803,Alicante
1000101706,03803,Alicante
32986,03804,Alicante
1000101705,03804,Alicante
1000101729,03804,Alicante
6426,04001,Almería
7750,04001,Almería
14653,04001,Almería
14657,04001,Almería
14660,04001,Almería
15227,04001,Almería
15786,04001,Almería
27566,04001,Almería
27765,04001,Almería
38671,04001,Almería
42238,04001,Almería
1000075750,04001,Almería
1000079192,04001,Almería
1000081916,04001,Almería
1000082277,04001,Almería
1000101931,04001,Almería
1000056374,04002,Almería
1000077129,04002,Almería
1000101864,04002,Almería
15442,04003,Almería
26694,04003,Almería
29074,04003,Almería
1000073701,04003,Almería
1000100244,04003,Almería
14608,04004,Almería
14687,04004,Almería
19111,04004,Almería
28868,04004,Almería
35536,04004,Almería
40708,04004,Almería
1000060529,04004,Almería
1000066528,04004,Almería
1000075981,04004,Almería
1000078934,04004,Almería
1000079404,04004,Almería
1000080461,04004,Almería
1000081487,04004,Almería
1000081790,04004,Almería
1000082166,04004,Almería
1000100373,04004,Almería
1000101561,04004,Almería
6700,04005,Almería
14617,04005,Almería
14674,04005,Almería
22759,04005,Almería
26261,04005,Almería
29395,04005,Almería
29477,04005,Almería
30459,04005,Almería
30732,04005,Almería
39697,04005,Almería
41814,04005,Almería
1000079036,04005,Almería
1000080212,04005,Almería
1000101077,04005,Almería
1000101560,04005,Almería
1000102034,04005,Almería
14697,04006,Almería
24046,04006,Almería
24661,04006,Almería
33090,04006,Almería
1000101849,04006,Almería
6680,04007,Almería
14682,04007,Almería
14684,04007,Almería
23444,04007,Almería
1000100284,04007,Almería
37551,04007,Almería
42396,04007,Almería
42479,04007,Almería
42871,04007,Almería
43242,04007,Almería
1000076747,04007,Almería
1000077829,04007,Almería
1000078490,04007,Almería
1000081265,04007,Almería
1000082483,04007,Almería
1000100284,04007,Almería
1000101645,04007,Almería
1000102442,04007,Almería
37097,04008,Almería
1000071493,04008,Almería
23159,04009,Almería
24398,04009,Almería
32819,04009,Almería
34194,04009,Almería
41394,04009,Almería
1000065966,04009,Almería
1000078407,04009,Almería
1000079345,04100,Almería
10999,04117,Almería
28127,04120,Almería
1000101694,04120,Almería
1000080497,04131,Almería
1000100299,04131,Almería
1000071563,04140,Almería
42290,04230,Almería
1000067455,04410,Almería
14624,04600,Almería
14685,04600,Almería
27776,04600,Almería
33953,04600,Almería
42356,04600,Almería
43056,04600,Almería
1000078333,04600,Almería
10996,04610,Almería
1000068642,04610,Almería
1000078857,04610,Almería
1000079341,04610,Almería
1000081465,04610,Almería
1000081915,04610,Almería
40707,04620,Almería
42330,04620,Almería
1000059768,04620,Almería
1000074620,04620,Almería
1000101040,04620,Almería
1000102486,04620,Almería
1000063805,04628,Almería
5908,04630,Almería
14628,04630,Almería
42726,04630,Almería
1000082407,04630,Almería
43038,04638,Almería
21930,04639,Almería
1000068451,04639,Almería
1000078676,04640,Almería
6407,04700,Almería
14678,04700,Almería
15652,04700,Almería
21188,04700,Almería
22133,04700,Almería
25862,04700,Almería
31317,04700,Almería
32951,04700,Almería
33861,04700,Almería
42395,04700,Almería
42983,04700,Almería
1000071891,04700,Almería
1000077993,04700,Almería
1000078083,04700,Almería
1000078693,04700,Almería
1000078858,04700,Almería
1000079862,04700,Almería
1000079995,04700,Almería
42727,04711,Almería
1000102472,04711,Almería
1000102216,04712,Almería
23706,04713,Almería
34625,04717,Almería
15504,04720,Almería
42222,04720,Almería
1000056890,04720,Almería
8749,04721,Almería
22138,04721,Almería
31062,04721,Almería
1000068832,04721,Almería
1000058622,04730,Almería
1000065462,04730,Almería
24874,04738,Almería
1000061074,04738,Almería
1000067555,04738,Almería
1000070145,04738,Almería
14619,04740,Almería
14622,04740,Almería
14666,04740,Almería
22137,04740,Almería
22715,04740,Almería
22762,04740,Almería
29148,04740,Almería
35093,04740,Almería
35571,04740,Almería
40089,04740,Almería
40994,04740,Almería
1000042968,04740,Almería
1000063557,04740,Almería
1000079994,04740,Almería
1000080787,04740,Almería
1000081746,04740,Almería
1000078661,04741,Almería
1000081062,04750,Almería
31355,04760,Almería
1000038290,04760,Almería
11386,04770,Almería
14664,04770,Almería
42013,04770,Almería
43013,04770,Almería
1000079798,04770,Almería
1000081756,04770,Almería
1000100572,04770,Almería
1000102027,04770,Almería
18774,04800,Almería
41363,04800,Almería
1000056892,04800,Almería
1000082495,04800,Almería
1000100458,04800,Almería
1000081824,04820,Almería
6131,04860,Almería
29416,04860,Almería
30209,04860,Almería
1000102440,04860,Almería
1000080049,04867,Almería
9158,05001,Ávila
14557,05001,Ávila
14644,05001,Ávila
18028,05001,Ávila
38856,05001,Ávila
42440,05001,Ávila
42854,05001,Ávila
1000068305,05001,Ávila
1000080105,05001,Ávila
26048,05002,Ávila
24045,05003,Ávila
1000080152,05003,Ávila
14635,05005,Ávila
28768,05005,Ávila
33903,05200,Ávila
1000070667,05200,Ávila
1000081509,05200,Ávila
27046,05230,Ávila
1000059737,05260,Ávila
17121,05400,Ávila
43140,05400,Ávila
28962,05480,Ávila
38715,05600,Ávila
6248,06001,Badajoz
29838,06001,Badajoz
1000082355,06001,Badajoz
8302,06002,Badajoz
1000100570,06002,Badajoz
14514,06003,Badajoz
1000082314,06003,Badajoz
14522,06004,Badajoz
35840,06004,Badajoz
40590,06004,Badajoz
41620,06004,Badajoz
41956,06004,Badajoz
1000071733,06004,Badajoz
1000075177,06004,Badajoz
1000076127,06004,Badajoz
1000078683,06004,Badajoz
1000078746,06004,Badajoz
14594,06005,Badajoz
37307,06005,Badajoz
37400,06005,Badajoz
40477,06005,Badajoz
1000077675,06005,Badajoz
1000079179,06005,Badajoz
42776,06006,Badajoz
42864,06006,Badajoz
1000080627,06006,Badajoz
1000100383,06006,Badajoz
1000076654,06008,Badajoz
1000082785,06009,Badajoz
21627,06010,Badajoz
21872,06010,Badajoz
1000077808,06010,Badajoz
1000082755,06010,Badajoz
1000100384,06010,Badajoz
1000101106,06010,Badajoz
14511,06011,Badajoz
20472,06011,Badajoz
35189,06011,Badajoz
35472,06011,Badajoz
43271,06011,Badajoz
1000073653,06011,Badajoz
1000080476,06011,Badajoz
1000080937,06011,Badajoz
1000081151,06011,Badajoz
1000082015,06011,Badajoz
1000102012,06011,Badajoz
1000102242,06011,Badajoz
41948,06100,Badajoz
1000076283,06100,Badajoz
1000082165,06100,Badajoz
1000102354,06140,Badajoz
1000080148,06171,Badajoz
14519,06200,Badajoz
36477,06200,Badajoz
37331,06200,Badajoz
41125,06200,Badajoz
41689,06200,Badajoz
43114,06200,Badajoz
1000081061,06200,Badajoz
1000038685,06207,Badajoz
1000067833,06207,Badajoz
41405,06220,Badajoz
43203,06220,Badajoz
1000102079,06225,Badajoz
8341,06230,Badajoz
26039,06240,Badajoz
1000082193,06240,Badajoz
1000082333,06290,Badajoz
14565,06300,Badajoz
24137,06300,Badajoz
24966,06300,Badajoz
26008,06300,Badajoz
40881,06300,Badajoz
43285,06300,Badajoz
1000042835,06300,Badajoz
1000082486,06300,Badajoz
43272,06340,Badajoz
1000082250,06360,Badajoz
8342,06400,Badajoz
24531,06400,Badajoz
31421,06400,Badajoz
33171,06400,Badajoz
1000078493,06400,Badajoz
1000082171,06400,Badajoz
1000082405,06400,Badajoz
1000100321,06400,Badajoz
39272,06420,Badajoz
6838,06430,Badajoz
5718,06460,Badajoz
1000068662,06480,Badajoz
1000076144,06480,Badajoz
1000077648,06480,Badajoz
1000078220,06480,Badajoz
1000101783,06480,Badajoz
1000101944,06480,Badajoz
1000080873,06490,Badajoz
32820,06600,Badajoz
1000101609,06670,Badajoz
14592,06700,Badajoz
20016,06700,Badajoz
39691,06700,Badajoz
1000075371,06700,Badajoz
1000081090,06700,Badajoz
5887,06800,Badajoz
8239,06800,Badajoz
14593,06800,Badajoz
14598,06800,Badajoz
24315,06800,Badajoz
30573,06800,Badajoz
30615,06800,Badajoz
42239,06800,Badajoz
1000067686,06800,Badajoz
1000077782,06800,Badajoz
1000078244,06800,Badajoz
1000080666,06800,Badajoz
1000080863,06800,Badajoz
1000082336,06800,Badajoz
1000101988,06800,Badajoz
42985,06900,Badajoz
1000077780,06900,Badajoz
9758,06920,Badajoz
15623,06920,Badajoz
15647,07001,Baleares
35742,07002,Baleares
41365,07002,Baleares
42055,07002,Baleares
42152,07002,Baleares
43050,07002,Baleares
1000038497,07002,Baleares
1000057510,07002,Baleares
1000078536,07002,Baleares
6585,07003,Baleares
6625,07003,Baleares
15218,07003,Baleares
23847,07003,Baleares
37000,07003,Baleares
42232,07003,Baleares
42782,07003,Baleares
43001,07003,Baleares
43108,07003,Baleares
1000038479,07003,Baleares
1000056206,07003,Baleares
1000056711,07003,Baleares
1000058135,07003,Baleares
6582,07004,Baleares
39439,07004,Baleares
41058,07004,Baleares
43258,07004,Baleares
1000067693,07004,Baleares
17264,07005,Baleares
38764,07005,Baleares
40633,07005,Baleares
41491,07005,Baleares
16834,07006,Baleares
37042,07006,Baleares
42181,07006,Baleares
1000037462,07006,Baleares
1000078120,07006,Baleares
42335,07007,Baleares
1000051951,07007,Baleares
1000076908,07007,Baleares
17316,07008,Baleares
19664,07008,Baleares
1000080038,07008,Baleares
42136,07009,Baleares
1000063587,07009,Baleares
17327,07010,Baleares
37072,07010,Baleares
40349,07010,Baleares
41356,07010,Baleares
43236,07010,Baleares
43282,07010,Baleares
15304,07011,Baleares
18662,07011,Baleares
25187,07011,Baleares
41399,07011,Baleares
41770,07011,Baleares
42352,07011,Baleares
43054,07011,Baleares
43112,07011,Barcelona
1000038447,07011,Baleares
1000060558,07011,Baleares
1000067471,07011,Baleares
1000070971,07011,Baleares
41054,07012,Baleares
42447,07012,Baleares
42795,07012,Baleares
43314,07012,Baleares
1000043229,07012,Baleares
1000051168,07012,Baleares
1000069298,07012,Baleares
1000070607,07012,Baleares
6725,07013,Baleares
16150,07013,Baleares
41823,07013,Baleares
41946,07013,Baleares
42647,07013,Baleares
43156,07013,Baleares
1000051754,07013,Baleares
1000061482,07013,Baleares
1000067950,07013,Baleares
35511,07014,Baleares
41683,07014,Baleares
42569,07014,Baleares
43000,07014,Baleares
1000055021,07014,Baleares
1000068577,07014,Baleares
42381,07015,Baleares
42979,07015,Baleares
43023,07100,Baleares
1000076954,07100,Baleares
37297,07141,Baleares
40677,07141,Baleares
41959,07141,Baleares
42773,07141,Baleares
18847,07150,Baleares
41503,07157,Baleares
42122,07157,Baleares
42021,07180,Baleares
1000102001,07180,Baleares
33418,07181,Baleares
1000061857,07181,Baleares
43091,07190,Baleares
16828,07200,Baleares
18045,07300,Baleares
23464,07300,Baleares
37632,07300,Baleares
40431,07300,Baleares
42616,07300,Baleares
42893,07300,Baleares
1000038694,07300,Baleares
37130,07400,Baleares
1000067859,07400,Baleares
6569,07420,Baleares
41046,07420,Baleares
21517,07440,Baleares
41885,07450,Baleares
37747,07460,Baleares
1000038736,07470,Baleares
39016,07500,Baleares
43162,07500,Baleares
1000061890,07500,Baleares
1000067503,07500,Baleares
42546,07560,Baleares
1000067641,07560,Baleares
37395,07590,Baleares
1478,07600,Baleares
42752,07600,Baleares
41986,07610,Baleares
41811,07620,Baleares
39062,07660,Baleares
40331,07660,Baleares
31366,07670,Baleares
43043,07680,Baleares
1000078754,07701,Baleares
18159,07702,Baleares
42988,07702,Baleares
1000037572,07702,Baleares
1000076685,07702,Baleares
24985,07703,Baleares
43071,07703,Baleares
1000076314,07703,Baleares
38837,07710,Baleares
41982,07720,Baleares
41982,07720,Baleares
17690,07730,Baleares
20450,07740,Baleares
1000072872,07750,Baleares
22568,07760,Baleares
35896,07760,Baleares
43160,07760,Baleares
1000037891,07760,Baleares
24879,07800,Baleares
24967,07800,Baleares
25010,07800,Baleares
34334,07800,Baleares
39870,07800,Baleares
40456,07800,Baleares
41971,07800,Baleares
42943,07800,Baleares
1000038392,07800,Baleares
1000064168,07800,Baleares
1000076961,07800,Baleares
1000080115,07800,Baleares
43219,07820,Baleares
1000075170,07830,Baleares
38697,07840,Baleares
42524,07840,Baleares
41945,07860,Baleares
8410,08001,Barcelona
9184,08001,Barcelona
9327,08003,Barcelona
9854,08003,Barcelona
1000078743,08003,Barcelona
1000081212,08003,Barcelona
1000080518,08004,Barcelona
13293,08005,Barcelona
13610,08005,Barcelona
15029,08005,Barcelona
30228,08005,Barcelona
33623,08005,Barcelona
34881,08005,Barcelona
35141,08005,Barcelona
1000058271,08005,Barcelona
1000070828,08005,Barcelona
1000080816,08005,Barcelona
1000081767,08005,Barcelona
1000101087,08005,Barcelona
5606,08006,Barcelona
12817,08006,Barcelona
13084,08006,Barcelona
13353,08006,Barcelona
13432,08006,Barcelona
13684,08006,Barcelona
16754,08006,Barcelona
21529,08006,Barcelona
24195,08006,Barcelona
25232,08006,Barcelona
29981,08006,Barcelona
34441,08006,Barcelona
35972,08006,Barcelona
37059,08006,Barcelona
42297,08006,Barcelona
42815,08006,Barcelona
1000058565,08006,Barcelona
1000064438,08006,Barcelona
1000076633,08006,Barcelona
1000077693,08006,Barcelona
1000078331,08006,Barcelona
1000078377,08006,Barcelona
1000079063,08006,Barcelona
1000079882,08006,Barcelona
1000080165,08006,Barcelona
1000080778,08006,Barcelona
1000081018,08006,Barcelona
1000081842,08006,Barcelona
1000100160,08006,Barcelona
1000100161,08006,Barcelona
1000101592,08006,Barcelona
13492,08007,Barcelona
15451,08007,Barcelona
23004,08007,Barcelona
34176,08007,Barcelona
36639,08007,Barcelona
39041,08007,Barcelona
1000078481,08007,Barcelona
1000080207,08007,Barcelona
1000080921,08007,Barcelona
23961,08008,Barcelona
29359,08008,Barcelona
35052,08008,Barcelona
21232,08009,Barcelona
40434,08009,Barcelona
1000079857,08009,Barcelona
1000100534,08009,Barcelona
13358,08010,Barcelona
42883,08010,Barcelona
1000060473,08010,Barcelona
1000100515,08010,Barcelona
1000101649,08010,Barcelona
1000102509,08010,Barcelona
12841,08011,Barcelona
12901,08011,Barcelona
14782,08011,Barcelona
28318,08011,Barcelona
33595,08011,Barcelona
36348,08011,Barcelona
37642,08011,Barcelona
39777,08011,Barcelona
1000041269,08011,Barcelona
